1787108176.8061931 [INFO] [launch]: All log files can be found below /home/m4/.ros/log/2026-08-18-19-56-16-802105-m4-5913
1787108176.8066633 [INFO] [launch]: Default logging verbosity is set to INFO
1787108176.9233229 [INFO] [rl_controller_hardware-1]: process started with pid [5965]
1787108176.9238465 [INFO] [tilt_controller_hardware-2]: process started with pid [5967]
1787108180.7919350 [tilt_controller_hardware-2] [INFO] [1787108180.791244385] [tilt_controller_hardware]: Starting TiltHardware node...
1787108448.6795406 [WARNING] [launch]: user interrupted with ctrl-c (SIGINT)
1787108448.6899486 [tilt_controller_hardware-2] [INFO] [1787108448.688692330] [tilt_controller_hardware]: tilt motor zeroed
1787108448.6908150 [tilt_controller_hardware-2] Failed to publish log message to rosout: publisher's context is invalid, at ./src/rcl/publisher.c:389
1787108448.6947589 [tilt_controller_hardware-2] [INFO] [1787108448.694300338] [tilt_controller_hardware]: port closed !
1787108448.6951613 [tilt_controller_hardware-2] Failed to publish log message to rosout: publisher's context is invalid, at ./src/rcl/publisher.c:389
1787108448.7364070 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7366056 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7367170 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7368565 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7382324 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7383597 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7384679 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7386048 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7394683 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7398796 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7400687 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7402084 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7403297 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7407367 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7409127 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7410252 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7411187 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7418640 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7420473 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7421553 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7422531 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7423468 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7424314 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7425704 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7426724 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7427602 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7428443 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7429292 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7430105 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7430930 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7431703 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7432439 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7433212 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7433929 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7434709 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7435460 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7436194 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7436934 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7437658 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7438419 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7439229 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7440073 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7440903 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7441664 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7442379 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7443104 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7443819 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7444541 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7445261 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7447386 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7448778 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7449856 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7450709 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7451491 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7452259 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7453089 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7453949 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7455993 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7456961 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7457886 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7459753 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7461011 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7461994 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7462935 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7463834 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7464693 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7465715 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7466490 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7467220 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7467999 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7468801 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7469597 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7470403 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7471209 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7471991 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7472718 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7473452 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7474189 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7474909 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7475638 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7476351 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7477081 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7477827 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7478566 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7479308 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7480042 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7480769 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7489102 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7490158 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7491059 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7491930 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7492754 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7497637 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7498720 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7499645 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7500513 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7501366 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7502203 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7503042 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7503886 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7504718 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7505972 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7507911 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7509329 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7510383 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7511315 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7512190 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7513046 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7513895 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7514746 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7515590 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7516427 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7517264 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7518659 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7519605 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7520473 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7521317 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7522161 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7522986 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7523799 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7524619 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7525439 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7526255 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7527084 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7527914 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7528737 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7529554 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7530375 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7531199 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7532017 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7532823 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7533634 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7534451 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7535269 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7536092 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7536941 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7537775 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7538590 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7539413 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7540219 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7541039 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7541852 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7542672 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7543495 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7544315 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7545404 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7546396 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7547259 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7548096 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7548935 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7549756 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7550576 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7551403 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7552233 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7553041 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7553842 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7556798 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7558694 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7559803 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7560802 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7561762 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7562702 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7563655 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7564559 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7565463 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7566369 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7567239 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7568130 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7569001 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7569871 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.7588437 [tilt_controller_hardware-2] tilt angle is: 32.49 deg
1787108448.8998947 [WARNING] [launch]: user interrupted with ctrl-c (SIGINT) again, ignoring...
1787108448.9124603 [ERROR] [tilt_controller_hardware-2]: process has died [pid 5967, exit code -2, cmd '/home/m4/ATMO_rl/atmo_ws/install/atmo/lib/atmo/tilt_controller_hardware --ros-args -r __node:=tilt_controller_hardware'].
1787108448.9217021 [ERROR] [rl_controller_hardware-1]: process has died [pid 5965, exit code -2, cmd '/home/m4/ATMO_rl/atmo_ws/install/atmo/lib/atmo/rl_controller_hardware --ros-args -r __node:=rl_controller_hardware'].
